ProductName,Match_2,Match_4,Match_6,Eng Code,Kor Code
PRODUCT_NAME: Goodricke Roasted Darjeeling Tea - 250 gm | Whole Leaf Tea | 100% Pure & Original Darjeeling Long Leaf Tea | Flavoury Gold...,True,True,True,090230,090230
PRODUCT_NAME: Glucon-D Instant Energy Health Drink Tangy Orange - 450Gm Refill,False,False,False,220210,200911
"PRODUCT_NAME: Sunfeast Dark Fantasy Bourbon Classic With Real Chocolate, 100g",True,True,False,180620,180632
"PRODUCT_NAME: Amul Chocomini Chocolate, 250 g",True,True,True,180632,180632
"PRODUCT_NAME: Sunfeast Dark Fantasy Choco Nut Fills, 75g | Original Filled Cookies with Nuts",False,False,False,170490,180690
"PRODUCT_NAME: UPF Healthy Brown Eggs, 6 Pieces| Veg Fed| Non-Fertile Eggs",True,True,False,040899,040819
"PRODUCT_NAME: Cup Noodles Mazedaar Masala, 70g",False,False,False,100640,210690
"PRODUCT_NAME: Aashirvaad Sugar Release Control Atta, 5kg Pack, Low GI Atta",False,False,False,110630,310530
"PRODUCT_NAME: Urban Platter Pink Himalayan Rock Salt Powder Jar, 1.5kg ( Additive-Free, Gourmet Grade, Signature Quality)",False,False,False,710590,283329
"PRODUCT_NAME: Aashirvaad Nature’s Superfoods Gluten Free Flour, 1kg Pack, Super Nutritious Flour",True,True,True,110630,110630
PRODUCT_NAME: veeba pasta pizza sauce 280g,False,False,False,210320,190220
"PRODUCT_NAME: Himalayan Natives Unpolished Toor Dal/Arhar Dal/Tur Dal Unpolished 1 kg Pouch, 1000 GM",False,False,False,580790,110630
PRODUCT_NAME: 24 Mantra Organic Bajra Flour/Pearl Millet Flour/Sajjalu - 500gms | Pack of 1 | Chemical Free & Pesticides Free | Naturall...,True,True,False,110630,110610
PRODUCT_NAME: Brij Gwala Desi Cow Ghee |Made Traditionally from Curd |Pure Cow Ghee for Better Digestion and Immunity | 1Ltr TetraPack,False,False,False,051199,160100
"PRODUCT_NAME: Mangalam Camphor tab Pouch (500g Small Round, Pack of 1)",False,False,False,300490,190300
"PRODUCT_NAME: Cup Noodles Veggi Manchow, 70g",False,False,False,140490,210690
"PRODUCT_NAME: Parle Krackjack, 400g",False,False,False,170490,180690
"PRODUCT_NAME: True Elements Nuts & Berries Muesli 1kg - With 14% Millets, Almonds & Cranberries | High in Fibre | 100% Wholegrain Breakf...",False,False,False,110630,200897
"PRODUCT_NAME: Cadbury Dairy Milk Bites Hazelnut, 40 g",True,True,True,180632,180632
"PRODUCT_NAME: LG Asafoetida Powder, 100 g",False,False,False,300490,110630
"PRODUCT_NAME: Sleepy Owl Premium Instant Coffee Sachets | 96 gm - Pack of 48 Assorted Coffee Powder Sachets | 2g Each - Original, French...",False,False,False,210111,090190
"PRODUCT_NAME: Cadbury Silk Valentines Potli Gift Pack, 343 g",True,True,True,180632,180632
"PRODUCT_NAME: Nature Prime 100% Natural Premium Mix Dry Fruits and Nuts 1 Kg [Almonds, Cashew, Kishmish, Apricot, Black Raisins,kiwi] Dr...",True,True,True,200819,200819
PRODUCT_NAME: Tur Dal Loose Selecta 1kg,True,True,False,110630,110610
"PRODUCT_NAME: Mccain Veggie Burger, 360 g",False,False,False,041090,121299
PRODUCT_NAME: Saffola Fittify Himalayan Apple Cider Vinegar with the Mother of Vinegar - 500 ml,True,False,False,220900,220600
"PRODUCT_NAME: Patanjali Saundarya Aloe Vera Gel, 150ml",False,False,False,300490,382488
"PRODUCT_NAME: Brooke Bond Red Label Natural Care Tea, 250g Carton",True,True,True,090230,090230
"PRODUCT_NAME: Organic India Tulsi Original Tea, 25 Infusion Tea Bags ( 1 Bag x 1.74g Each )",True,True,False,090220,090230
"PRODUCT_NAME: Aashirvaad Sugar Release Control Atta, 1kg Pack, Low GI (Glycemic Index) Atta for Diabetics, A Blend of Whole Wheat, Pulse...",False,False,False,110630,300431
PRODUCT_NAME: Himalaya Wellness Pure Herbs Shatavari Women's Wellness | Promotes lactation | - 60 Tablets,False,False,False,300490,140490
PRODUCT_NAME: Saffola Tasty Refined Oil|Blend of Corn Oil & Rice Bran Oil|Cooking oil|Pro Fitness Conscious Edible Oil 1 Litre Pouch,True,False,False,151620,151219
"PRODUCT_NAME: More Whole Masoor Malka - Red, 500g (Loose)",True,False,False,110819,110630
"PRODUCT_NAME: Urban Platter Baker's Active Dry Yeast, 100g",True,True,True,210210,210210
"PRODUCT_NAME: Lipton Honey Lemon Green Tea Bags, 25 Pieces",True,True,True,090210,090210
"PRODUCT_NAME: Amazon Brand - Vedaka Poppy Seeds (Khus Khus), 200g",True,True,True,120791,120791
"PRODUCT_NAME: Manna Foxtail Millet Natural Grains, 1kg (500g x 2 Packs) - (Kaon/Kang/Kangni/Kakum/Navani/korralu/Korra/Thinai) | Native ...",False,False,False,110819,510219
"PRODUCT_NAME: ORGANIC INDIA Cold Pressed Virgin Coconut Oil, 500ml (Pack of 1)",True,False,False,151620,151319
"PRODUCT_NAME: Paper Boat Panipuri Pellets I Hygienic & Tasty I Ready to Fry I Golgappe, 400g",False,False,False,210420,190300
"PRODUCT_NAME: Tata Sampann 6 Grain Khichdi Mix, Instant Ready to Cook Mix, 180g",False,False,False,110630,190300
"PRODUCT_NAME: Sunfeast YiPPee! Pasta Treat | Cheesy and Soft Suji, Rawa Pasta | Tomato Cheese | 65g Pack",False,False,False,110819,190230
"PRODUCT_NAME: Lifelong LLM99 Foot, Calf and Leg Massager, (With Heat and Vibration), 80W, 4 Motors, Dark Brown",True,True,True,901910,901910
PRODUCT_NAME: Manna Kodo Millet | Kodri | Natural Grains 1kg (500g x 2 Packs) - (Kodra/Varagu/Arikelu/Hark/Varigu) | Native Low GI Mille...,False,False,False,110819,100710
PRODUCT_NAME: Wheafree Gluten Free Multigrain Flour (5Kg) | Soya Free | Lactose Free | Easy to Digest | Suitable for Celiacs,True,False,False,110630,110100
"PRODUCT_NAME: Sugar Free Gold Low Calorie Sweetener - Pack of 2 (100 Sachet x 2), Box",False,False,False,170290,200899
PRODUCT_NAME: Pintola Organic Peanut Butter (Crunchy) (1kg),False,False,False,151710,180400
"PRODUCT_NAME: Fresh Groundnut, 500g",False,False,False,120230,070890
PRODUCT_NAME: Himalaya Liv.52 DS Tablets 60,True,True,False,300450,300460
"PRODUCT_NAME: Sunbean Beaten Caffe, Instant Coffee Paste 250g Jar | Rich, Creamy and Frothy Beaten Coffee | Make Hot Coffee, Cappuccino ...",True,True,False,210111,210130
PRODUCT_NAME: Organic India - Jaggery Powder 500g (Pack of 2),True,False,False,110819,110630
"PRODUCT_NAME: Krishna's Diabic Care Juice - 1000 ml | Blend of 11 herbs Methi, Amla, Karela, Jamun, Kutki, Guduchi & 5 other herbs to ma...",True,True,False,210120,210111
"PRODUCT_NAME: Jaago CTC Leaf Tea, 1 Kg | tea 1kg | Chai Patti | Black CTC Tea | Loose Tea | Black Tea | Tea 1kg Pack",True,True,True,090230,090230
"PRODUCT_NAME: Amazon Brand - Vedaka Premium Toor/Arhar Dal, 1 kg|Rich in Protein|No Cholesterol|No Additives",False,False,False,210610,180620
PRODUCT_NAME: Cavin's Vanilla Milkshake 200 ml,False,False,False,040150,210500
"PRODUCT_NAME: Fresh Papaya Small, 1pc",True,True,True,080720,080720
PRODUCT_NAME: R R AGRO FOODS Chia Seeds 1 KG - Premium Organic Chia Seed | Healthy Snacks | Chia Seeds for Weight Loss Pack of 1,True,False,False,120890,121299
"PRODUCT_NAME: Amazon Brand - Solimo CornFlakes, 1.2Kg",False,False,False,110320,190420
"PRODUCT_NAME: JIWA healthy by nature Organic khapli wheat flour, 1Kg",True,False,False,110100,110610
PRODUCT_NAME: Yogabar Protein Bars Assorted Pack of 6 | 20g Protein Bar | Energy Bars | Added Probiotics & Whey | 20g Protein & 10g Fibr...,True,True,True,210610,210610
"PRODUCT_NAME: Amul Delicious, 500 g",False,False,False,220210,210690
"PRODUCT_NAME: Del Monte Spaghetti Pasta (Imported), 500 grams, No Artificial Flavours",True,True,False,190219,190230
PRODUCT_NAME: Kapiva Himalayan Apple Cider Vinegar with Mother Vinegar 500ml,True,True,True,220900,220900
PRODUCT_NAME: Nutrilin Jumbo Handpicked Lotus Seeds / Fox Nuts Big Size Phool Makhana (Pop / Gorgon Nut Puffed Kernels ) (1kg),False,False,False,120600,080222
"PRODUCT_NAME: Manna Millets - Natural Grains Combo Pack of 3 | Foxtail 500g, Kodo 500g, Little 500g | Native Low GI Millet Rice | Nutrie...",False,False,False,100829,110630
PRODUCT_NAME: Finish Dishwasher Powerball Classic - 110 Tablets,False,False,False,340290,380894
"PRODUCT_NAME: Slurrp Farm Healthy Pancake Lovers Combo | Blueberry, Classic, Chocolate & Banana | No Maida, Wheat & Preservative | Made ...",False,False,False,210230,190120
PRODUCT_NAME: Lotus Biscoff Cookies - Caramelized Biscuit Cookie - 250 Gram - Non-GMO Project Verified and Vegan,False,False,False,170260,190531
"PRODUCT_NAME: MuscleBlaze High Protein Natural Peanut Butter with Whey Protein Concentrate, Crunchy, 37 g Protein, Unsweetened, No Added...",True,True,True,210610,210610
"PRODUCT_NAME: Zero Sugar (400g) | Stevia and Monk Fruit Sweetener | No Maltodextrin, No Aspartame | No Bitter Aftertaste | Sugar Free | ...",True,False,False,170260,170113
"PRODUCT_NAME: Haldiram's Nagpur Ratlami Sev, 200g",False,False,False,140490,200897
"PRODUCT_NAME: Nature Fresh Sampoorna Atta, superior MP Atta , 10kg",False,False,False,110100,330491
"PRODUCT_NAME: Mo's Raspberry Jam Cookies, 300G | Clean Snack with Richness of Raspberry | Vegan | 100% Natural & Preservatives Free",False,False,False,110819,190540
"PRODUCT_NAME: Kellogg's Crunchy Granola Chocolate & Almonds 450g | 15% Almonds, Baked Multigrain | Golden Wheat, Nutritious Oats, Crispy...",False,False,False,110819,180632
"PRODUCT_NAME: Britannia Vita Marie Gold Biscuits, 978g",False,False,False,190531,810690
"PRODUCT_NAME: India Gate Jeera Rice, 1kg",False,False,False,100640,110630
"PRODUCT_NAME: VAHDAM Organic Green Tea Bags - 15 Units | Green Tea for Weight Loss | USDA Certified | Zero Calories, Improves Metabolism...",True,True,False,090210,090230
"PRODUCT_NAME: Freedom Refined Sunflower Oil, 1L",True,False,False,151620,151211
PRODUCT_NAME: HATHMIC Raw Extra Virgin Coconut Oil (Cold Pressed)1000ml,False,False,False,380300,151311
PRODUCT_NAME: 24 Mantra Organic Sugar/Chini/Chekkara- 1 Kg | Pack of 1 | 100% Organic | Chemical Free & Pesticides Free | Solvent-Free |...,True,False,False,170230,170199
"PRODUCT_NAME: Cadbury Dairy Milk Chocolate Home Treats Pack, 126g",True,True,True,180632,180632
"PRODUCT_NAME: Haldiram's Nagpur Bhujia Sev, 200g",False,False,False,110630,200897
PRODUCT_NAME: Slurrp Farm Instant Moong Dal Khichdi for Little Ones | No Sugar | No Salt | No Milk | Healthy Cereals for Kids with Real ...,False,False,False,220110,190110
"PRODUCT_NAME: Britannia Toastea Premium Bake Rusk, 150g or 167g (Weight May Vary)",True,True,True,190540,190540
"PRODUCT_NAME: 3S Pulses - White Peas, 500g",False,False,False,121299,071333
"PRODUCT_NAME: Haldiram's Nagpur All in One, 200g",True,False,False,210420,210690
PRODUCT_NAME: Goodricke Roasted Organic Darjeeling Tea - 250gm | 100% Organic Whole Leaf Tea | Darjeeling Long Leaf Tea | Flavoury Golde...,True,True,False,090230,090210
"PRODUCT_NAME: Weikfield Baking Powder, 100g",True,True,True,210230,210230
"PRODUCT_NAME: Mother Dairy UHT Milk, 1 Ltr",True,True,True,040150,040150
"PRODUCT_NAME: Early Foods Dry Fruits Powder - 7 Superfoods Blend, 100 g",False,False,False,210420,121299
"PRODUCT_NAME: Kwality Wall's Party Pack, Chocolate, 700ml",False,False,False,210500,180632
PRODUCT_NAME: Top Ramen Masala 480g / 560g (Weight May Vary),False,False,False,100640,210690
PRODUCT_NAME: GO DESi - Pops Trial Pack | Gift Basket | DESi POPz | Tangy Imli | Kaccha Aam | Real Aam | Lollipop,True,True,True,170490,170490
"PRODUCT_NAME: Nestle a+ Nourish Toned Milk, 1Ltr",True,False,False,040150,040221
"PRODUCT_NAME: Wagh Bakri Ginger Instant Tea Premix, 140g",True,True,True,210120,210120
"PRODUCT_NAME: KLF Coconad Instant Coconut Milk Powder, 1kg",True,True,False,180610,180632
"PRODUCT_NAME: Kellogg's Corn Flakes Original 275g | Power of 5: Energy, Protein, Iron, Calcium, Vitamins B1, B2, B3 & C | Cornflakes, Br...",False,False,False,110819,190420
"PRODUCT_NAME: More Superior Clove (Lavang), 20g Pouch",False,False,False,240412,090962
PRODUCT_NAME: MTR Upma Mix 160g,True,False,False,210420,210390
PRODUCT_NAME: Paper Boat Dry Fruit Chikki | No Preservatives and Colors | 250g / 280g (Weight May Vary),False,False,False,170230,200897
"PRODUCT_NAME: Parle Rol-a-Cola, 100g",False,False,False,170490,220600
"PRODUCT_NAME: UNIBIC Fruit and Nut Cookies, 75g",False,False,False,170490,200897
"PRODUCT_NAME: Thums Up Soft Drink PET Bottle, 1.25 L",True,False,False,220210,220600
"PRODUCT_NAME: Fortune Xpert Pro Sugar Conscious Edible Oil, Pouch, 1 L",False,False,False,120799,200897
"PRODUCT_NAME: Colgate Kids Strawberry 40g Toothpaste, Cavity Protection",False,False,False,300490,330610
"PRODUCT_NAME: JIWA healthy by nature Gluten Free Atta/Flour, 1Kg",True,True,True,110630,110630
"PRODUCT_NAME: Amazon Brand - Solimo Durum Wheat Spaghetti Pasta, 500g pack of 2",True,True,False,190220,190230
"PRODUCT_NAME: Parle Melody Chocolate, 195g",True,True,False,180632,180631
PRODUCT_NAME: Keya Arabian Sea Salt 1kg…,False,False,False,220110,250100
"PRODUCT_NAME: Cadbury Fuse Chocolate Home Treats Bite, 108.5 g",True,True,True,180632,180632
PRODUCT_NAME: More Brown Rice Loose 1 Kg,True,True,False,100640,100620
"PRODUCT_NAME: Amazon Brand - Solimo Premium Cashews, 250 g",True,True,True,080132,080132
PRODUCT_NAME: PILGRIM Korean 5% Vitamin C Face Serum (Oil Based) for glowing skin with Hyaluronic acid | Vitamin c serum for radiant ski...,False,False,False,300450,330499
"PRODUCT_NAME: Keya Italian Pizza Oregano 80gm, Pack 2",False,False,False,091091,200570
"PRODUCT_NAME: Nutty Gritties Premium Mix Berries Dried Fruits Berry 200g - Dried Cranberries, Blueberries, Strawberries, Black Currants...",False,False,False,081120,200893
PRODUCT_NAME: Anveshan Wood Pressed Coconut Oil - 1 Litre | Plastic Bottle | Kolhu/Kacchi Ghani/Chekku | Natural | Chemical-Free | Cold ...,False,False,False,380300,151311
"PRODUCT_NAME: Unibic Snack bar  Fruit & Nut 360g Pack of 12, 360g",False,False,False,170490,200897
"PRODUCT_NAME: Puvi 1L Cold Pressed Gingelly / Sesame Oil (Virgin, Chekku / Ghani) - 1 Litre",True,False,False,151620,151329
PRODUCT_NAME: SFT Baking Soda 1 Kg,True,True,True,210230,210230
"PRODUCT_NAME: Dhara Filtered Ground Nut Oil Jar, 5L",False,False,False,220210,151319
PRODUCT_NAME: Yogabar Choco Cereal 345g | No Maida Chocos for Kids | Delicious Chocolate Chocos | Healthy Protein Food & Breakfast Cerea...,False,False,False,100640,180632
"PRODUCT_NAME: ITC Master Chef Desi Style Chicken Patty, 330 g| Non-Veg Frozen Snack| Ready to Cook",False,False,False,020990,200490
PRODUCT_NAME: Auric A2 Desi Cow Ghee | Vedic Bilona Method | Traditional Curd Churned | Lab Tested | Organically Made Danedar Ghee | Gra...,False,False,False,051199,040590
PRODUCT_NAME: CowGold Desi Cow A2 Ghee (Sahiwal & Rathi Cow) Bilona Method 1 litre,True,False,False,040150,040221
"PRODUCT_NAME: Slurrp Farm Healthy Breakfast and Snacks Trial Pack Combo, Millet Pancake and Dosa Mix, 300g (Pack of 6, 50g each)",False,False,False,110819,190420
PRODUCT_NAME: True Elements Roasted Flax Seeds Salted Crunch 250g - Flax Seeds for Eating | Diet Snacks | High in Fibre,True,False,False,120890,121299
"PRODUCT_NAME: KLF Nirmal 100% Pure Coconut Oil, 1L Jar",True,False,False,151620,151311
PRODUCT_NAME: Knorr Instant Tomato Chatpata soup 14.5g/14g/13.5g(weight may vary)| Cup a soup,True,True,False,210420,210410
"PRODUCT_NAME: Kellogg's Muesli 21% Fruit, Nut & Seeds 240g | 5 Grains, High in Vitamins B1, B2, B3, B6, Folate, Source of Protein and Fi...",False,False,False,100199,200897
"PRODUCT_NAME: Complan Nutrition and Health Drink Creamy Classic 500g, Refill pack with power of 100% Milk Protein and contrains 34 Vital...",False,False,False,300450,210610
"PRODUCT_NAME: Parle Candy Kissme Bar, 15 gm",False,False,False,170490,180632
"PRODUCT_NAME: Gits Open & Eat Rasgulla Tin, 16 Pieces per Can, Mouth-Watering Indian Mithai, 1Kg",False,False,False,170490,180690
PRODUCT_NAME: True Elements Antioxidant Seeds Mix 250g - Seeds for Eating | Diet Snacks | Roasted Mix Seeds,True,True,False,200819,200897
PRODUCT_NAME: SFT Sunflower Seeds 1 Kg,False,False,False,120600,151219
"PRODUCT_NAME: The Laughing Cow Creamy Cheese Triangles | 5 Essential Vitamins, Mineral & Protein | Goodness of Cow's Milk | 24 Creamy Ch...",True,False,False,040150,040630
"PRODUCT_NAME: LAZXS Lavazza Gusto Crema, Roasted Coffee Beans, 500g, Bag",True,True,False,090122,090190
PRODUCT_NAME: Lotus Biscoff Cookies - Caramelized Biscuit Cookie - 1P x 25 Cookies Individually Wrapped - 156 Gram - Non-GMO Project Ver...,False,False,False,170260,190531
PRODUCT_NAME: Horlicks Health and Nutrition drink - 500 g Pet Jar (Chocolate flavor),True,True,False,180620,180690
"PRODUCT_NAME: Haldiram’s Kesar Gujia Desi Ghee Bag, 400 g",False,False,False,140490,210690
"PRODUCT_NAME: Catch Meat Masala, 100g",False,False,False,210390,160432
"PRODUCT_NAME: More Rawa Loose, 500g",False,False,False,110100,190540
"PRODUCT_NAME: Haldiram's Nagpur Bhel Puri, 150g",False,False,False,210120,200897
PRODUCT_NAME: Safe Harvest Pesticide-Free Goodness Mung Dal | Natural & Delicious | No Artificial Flavors - 1kg,False,False,False,300490,200897
"PRODUCT_NAME: Saffola Masala Oats, Classic Masala, 39g",False,False,False,110819,190300
"PRODUCT_NAME: Samyang Nut Free Hot Chicken Carbonara Topokki 179gm Pouch, 179 g",False,False,False,110819,210690
"PRODUCT_NAME: Lindt Lindor Assorted Chocolate Truffles Box, 200g",True,True,False,180631,180632
"PRODUCT_NAME: NESTLE GOLD Crunchy Oats & Corn Flakes, Crunchy Oats and Corn Flakes Breakfast Cereal with Immuno-Nutrients | Made with Wh...",False,False,False,110419,190420
"PRODUCT_NAME: RiteBite Max Protein Daily Choco Almond 10g Protein Bars [Pack of 24] Protein Blend, Fiber, Vitamins & Minerals , No Prese...",True,True,False,180620,180632
"PRODUCT_NAME: More Choice Tamarind, 200g",False,False,False,210120,180690
PRODUCT_NAME: Flyberry Gourmet Medjoul/Mejdool Dates 1kg | Jumbo Size | Mejdool Khajur | Alternative to Sugar | Best For Kids & Adults |...,False,False,False,300490,200897
"PRODUCT_NAME: JIWA healthy by nature Steel Cut Oats, 1 Kg (Gluten Free)",False,False,False,110819,100490
"PRODUCT_NAME: Mother Dairy Lassi Sweet, 200 ml",True,False,False,220210,220600
PRODUCT_NAME: Saffola FITTIFY Tasty Peanut Butter | Dark Chocolaty | Extra Crunchy | High Protein | High Fiber | Vegan| No Trans Fat | 925g,True,False,False,180400,180690
"PRODUCT_NAME: Amazon Brand - Vedaka SOYA Chunks, 500 g",False,False,False,051199,210610
PRODUCT_NAME: Pillsbury Gold Madhya Pradesh Sharbati Whole Wheat Atta | Upto 6 hours of Softness| 5kg,True,False,False,110100,110630
"PRODUCT_NAME: Thanjai Natural Almond Gum Badam Pisin Badam Gum Best First Quality Pure, Natural 250 Grams",False,False,False,300490,080212
"PRODUCT_NAME: Happilo Classic Peanut Butter Creamy 1kg, Roasted Peanuts, No Added Sugar, Rich in Protein, Premium Non GMO Slow Roasted P...",False,False,False,151620,180400
PRODUCT_NAME: Lotus Biscoff Cookies - Caramelized Biscuit Cookie - 2P x 8 Counts - 124 Gram - Non-GMO Project Verified and Vegan,False,False,False,170490,190531
"PRODUCT_NAME: JK Poppy Seeds, 100g (Pack of 1) | Posta | Khus Khus | Indian Posto Dana | Khas Khas",False,False,False,120791,100830
"PRODUCT_NAME: Manna Barnyard Millet Natural Grains, 1kg (500g x 2 Packs) - (Khira/Swank/Kuthiraivally/Udalu/Kodisama/siridhanya) | Nativ...",True,False,False,100640,100821
PRODUCT_NAME: Organic Box 100% Natural Premium Mix Dry Fruits and Nuts - Combo Pack Badam + Kaju Jar Pack - 500 Gram (Each) Cashew + Alm...,False,False,False,081350,200897
PRODUCT_NAME: Loacker Quadratini Napolitaner(Hazelnut) - 125g | Italy,False,False,False,190532,080221
"PRODUCT_NAME: Manna Millets 5kg - Natural Grains Combo Pack of 5 | Foxtail 1kg, Kodo 1kg, Little 1kg, Barnyard 1kg, Proso 1kg | Native L...",False,False,False,100829,110630
"PRODUCT_NAME: Nutralite Doodhshakti Probiotic Butter Spread Salted, 500 g",False,False,False,180400,040520
"PRODUCT_NAME: Henfruit Protein Max Eggs, Pack of 30",False,False,False,040899,110630
PRODUCT_NAME: Shree Gulab Roasted Gram Flour Sattu 1Kg (500Gms*2),True,True,True,110630,110630
PRODUCT_NAME: Typhoo Uplifting Lemon Grass Green Tea Bags (25 Tea Bags),False,False,False,090210,210120
"PRODUCT_NAME: Del Monte Extra Light Olive Oil, Ideal for Everyday Indian Cooking & Deep Frying, 5L",True,True,False,150920,150990
"PRODUCT_NAME: Taj Mahal Brooke Bond, 25 Tea Bags",True,True,True,090230,090230
"PRODUCT_NAME: Lay’s Gourmet Kettle Chips 55g, Thai Sweet Chilli flavour, Premium Slow-Cooked Potato Chips, Chips and Snacks",False,False,False,110510,190540
"PRODUCT_NAME: Cadbury Dairy Milk Silk Chocolate Bar, 250g (Pack of 2 x 250g)",True,True,True,180632,180632
"PRODUCT_NAME: Nutri Organics Halim Seeds 1kg - Aliv Seeds | Haleem Seeds | Seeds for Eating | Immunity Booster Superfood | Asaliya, Gard...",True,False,False,120740,121299
"PRODUCT_NAME: Organic Tattva 'Black Mustard', Quality Rai, Naturally Processed, from Farm Picked Fresh Seeds (100 G, Pouch)",False,False,False,120750,200897
"PRODUCT_NAME: Pintola Organic Wholegrain Brown Rice Cakes - All Natural (Lightly Salted, Pack of 1) (125 g)",True,False,False,110819,110630
"PRODUCT_NAME: Colourmist Liquid Food Colour Assorted 20 Gm, Pack of 10 Colours (Orange, Blue, Orange Red, Raspberry Red, Purple, Lemon Y...",True,True,False,320419,320415
PRODUCT_NAME: Betty Crocker Complete Classic Pancake Mix | Pancake Mix for Kids| No-Preservatives| Pack of 250 x 2| 500 g,False,False,False,210230,190120
"PRODUCT_NAME: Boost Chocolate Energy & Sports Nutrition Drink 500 g Pet Jar, For 3X stamina - Builds bone & muscle strength",False,False,False,300450,180632
"PRODUCT_NAME: Chetran's Fresh Tofu, 250 g | Dairy Paneer Alternative | High Protein",False,False,False,210610,040610
PRODUCT_NAME: Sorich Organics Raw Pumpkin Seeds 200g | Pumpkin Seeds for Eating | Unroasted Pumpkin Seed 200gm | Healthy Snacks | Diet F...,False,False,False,120890,070993
