ProductName,CleanDescription,Best3,Answer
"PRODUCT_NAME: Mccain Chilli Garlic Potato Bites, 420 g Regular Pack",The product is a regular pack of McCain Chilli Garlic Potato Bites weighing 420 grams.,"HSCode: 180620
Description: Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg
HSCode: 110819
Description: Starch; n.e.c. in item no. 1108.11 to 1108.14
HSCode: 300450
Description: Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale","```json
{
  ""BestHSCode"": ""110819"",
  ""BestHSDescription"": ""Starch; n.e.c. in item no. 1108.11 to 1108.14"",
  ""Justification"": ""McCain Chilli Garlic Potato Bites are primarily made from potatoes, which are a source of starch. The HS code 110819 specifically addresses starch, making it the most relevant option for a product primarily consisting of potato ingredients.""
}
```"
"PRODUCT_NAME: Saffola Honey Gold, 100% Pure NMR Tested Honey, Made with Kashmir Honey, 1Kg","<example>
The product is 1kg of Saffola Honey Gold, which is pure honey tested for quality and sourced from Kashmir.
</example>","HSCode: 40900
Description: Honey; natural
HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 300213
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale","```json
{
  ""BestHSCode"": ""40900"",
  ""BestHSDescription"": ""Honey; natural"",
  ""Justification"": ""The product is specifically identified as pure honey, which directly corresponds to HS Code 40900, describing natural honey. The other options pertain to tea extracts and medical products, which do not relate to honey.""
}
```"
"PRODUCT_NAME: Red Label Natural Care Tea, Chai Made With 5 Ayurvedic Herbs, 1 Kg","<example>
The product is a 1 kg package of Chai tea made with five Ayurvedic herbs.
</example>","HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 90220
Description: Tea, green; (not fermented), in immediate packings of a content exceeding 3kg
HSCode: 90230
Description: Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","```json
{
  ""BestHSCode"": ""210120"",
  ""BestHSDescription"": ""Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"",
  ""Justification"": ""The activity describes a package of Chai tea made with various herbs, which implies the presence of extracts or essences derived from tea or mate. HS Code 210120 specifically covers preparations that include these extracts, making it the most appropriate choice for a product that is a blend of tea and other herbal ingredients.""
}
```"
PRODUCT_NAME: Kellogg's Chocos Variety Pack 168g | Breakfast Cereal for Kids,"<example>
The product is a 168g variety pack of Kellogg's Chocos, which is a breakfast cereal designed for kids.
</example>","HSCode: 100890
Description: Cereals; n.e.c. in chapter 10
HSCode: 100640
Description: Cereals; rice, broken
HSCode: 180620
Description: Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg","```json
{
  ""BestHSCode"": ""100890"",
  ""BestHSDescription"": ""Cereals; n.e.c. in chapter 10"",
  ""Justification"": ""The product is a breakfast cereal designed for kids, which aligns closely with the HS code 100890 for cereals not elsewhere classified. This code encompasses a variety of cereal products, making it the most appropriate choice for a cereal product like Kellogg's Chocos.""
}
```"
"PRODUCT_NAME: Dabur Amla Juice: Rich Source of Vitamin C and Antioxidants for Immunity boosting |Pure, Natural and 100% Ayurvedic Juice -1L","<example>
The item is a 1-liter bottle of Dabur Amla Juice, which is a natural and Ayurvedic drink that is high in Vitamin C and antioxidants, promoting immunity.
</example>","HSCode: 300213
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale
HSCode: 300214
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, mixed, put up in measured doses or in forms or packings for retail sale
HSCode: 300450
Description: Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale","```json
{
  ""BestHSCode"": ""300450"",
  ""BestHSDescription"": ""Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale"",
  ""Justification"": ""The Dabur Amla Juice is a health drink that is high in Vitamin C and antioxidants, which aligns with the description of 'medicaments' containing vitamins for therapeutic or prophylactic use. This code specifically addresses products that are packaged for retail sale, which fits the nature of the juice as a consumer product.""
}
```"
"PRODUCT_NAME: Catch Red Chilli Powder, 100g","<example>
The item is a 100g package of red chili powder used for cooking.
</example>","HSCode: 91091
Description: Spices; mixtures of 2 or more products of different headings
HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 210111
Description: Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee","```json
{
  ""BestHSCode"": ""91091"",
  ""BestHSDescription"": ""Spices; mixtures of 2 or more products of different headings"",
  ""Justification"": ""The activity involves a package of red chili powder, which falls under the category of spices. HS Code 91091 specifically covers spices, including chili powder, and is the most relevant classification compared to the other options that pertain to tea and coffee extracts.""
}
```"
"PRODUCT_NAME: Pedigree Dentastix Oral Care Dog Treat for Adult Large Breed (25 Kg+), Monthly Pack (28 Sticks) 1.08 Kg","<example>
The item is a monthly pack of Pedigree Dentastix oral care dog treats for large breed adult dogs, weighing 1.08 kg and containing 28 sticks.
</example>","HSCode: 300450
Description: Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale
HSCode: 401590
Description: Rubber; vulcanised (other than hard rubber), articles of apparel and clothing accessories (other than gloves, mittens and mitts)
HSCode: 300214
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, mixed, put up in measured doses or in forms or packings for retail sale","```json
{
  ""BestHSCode"": ""300450"",
  ""BestHSDescription"": ""Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale"",
  ""Justification"": ""The activity involves a product designed for the oral care of dogs, which implies a therapeutic purpose related to health. HS Code 300450 accurately reflects the nature of the product as it pertains to health and wellness, similar to how medicaments are categorized. The other HS codes are unrelated to animal treats or health products.""
}
```"
"PRODUCT_NAME: Fresh Baby Orange Nagpur, 1kg","<example>
The item is a 1 kg package of fresh Nagpur baby oranges.
</example>","HSCode: 999999
Description: Commodities not specified according to kind
HSCode: 847329
Description: Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)
HSCode: 80510
Description: Fruit, edible; oranges, fresh or dried","```json
{
  ""BestHSCode"": ""80510"",
  ""BestHSDescription"": ""Fruit, edible; oranges, fresh or dried"",
  ""Justification"": ""The activity specifically describes a package of fresh Nagpur baby oranges, which directly corresponds to the HS code for fresh fruit, specifically oranges. The other options do not relate to the agricultural or food sector, making HS code 80510 the most relevant choice.""
}
```"
"PRODUCT_NAME: Britannia Milk Bikis Biscuits, 170.5g or 190.5g","<example>
The product is a pack of Britannia Milk Bikis Biscuits, available in two sizes: 170.5 grams or 190.5 grams.
</example>","HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 847350
Description: Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472
HSCode: 480990
Description: Paper; carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets","```json
{
  ""BestHSCode"": ""210120"",
  ""BestHSDescription"": ""Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"",
  ""Justification"": ""The activity involves a food product, specifically biscuits, which may contain extracts or essences. HS Code 210120 is related to food preparations that could include ingredients used in biscuits, making it the most relevant option compared to the other codes that pertain to machinery or paper.""
}
```"
"PRODUCT_NAME: Nescafé Classic Instant Ground Coffee, 200g Stabilo, Bag",The item is a 200g bag of Nescafé Classic instant ground coffee.,"HSCode: 210111
Description: Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee
HSCode: 90122
Description: Coffee; roasted, decaffeinated
HSCode: 210112
Description: Preparations with a basis of extracts, essences or concentrates or with a basis of coffee","```json
{
  ""BestHSCode"": ""210111"",
  ""BestHSDescription"": ""Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee"",
  ""Justification"": ""The product is a 200g bag of Nescafé Classic instant ground coffee, which is primarily made from coffee extracts and concentrates. HS Code 210111 specifically covers extracts, essences, and concentrates of coffee, making it the most accurate representation of the product's composition and processing stage.""
}
```"
"PRODUCT_NAME: Mother Dairy Pure Healthy Ghee, 1L","<example>
The item is a 1-liter container of pure healthy ghee from Mother Dairy.
</example>","HSCode: 40229
Description: Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)
HSCode: 40150
Description: Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%
HSCode: 40299
Description: Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","```json
{
  ""BestHSCode"": ""40150"",
  ""BestHSDescription"": ""Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%"",
  ""Justification"": ""The activity describes a 1-liter container of pure healthy ghee, which is a dairy product with a high fat content. HS Code 40150 specifically addresses dairy products that are not concentrated and do not contain added sugars, aligning perfectly with the description of pure ghee.""
}
```"
"PRODUCT_NAME: Cadbury Dairy Milk Crispello Chocolate Bar, 35 g","<example>
The item is a 35-gram chocolate bar called Cadbury Dairy Milk Crispello.
</example>","HSCode: 180620
Description: Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg
HSCode: 180632
Description: Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less
HSCode: 170490
Description: Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa","```json
{
  ""BestHSCode"": ""180632"",
  ""BestHSDescription"": ""Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less"",
  ""Justification"": ""The Cadbury Dairy Milk Crispello is a chocolate bar that weighs 35 grams, which falls under the category of chocolate bars weighing 2kg or less. HS Code 180632 specifically covers chocolate bars that are not filled, making it the most appropriate choice for this product.""
}
```"
"PRODUCT_NAME: TE-A-ME Purify Green Tea, 100 Tea Bags | Green tea bags 100 pcs | Green Tea | Green Tea 100 Tea Bag Pack","<example>
The product is a pack of 100 green tea bags.
</example>","HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 90220
Description: Tea, green; (not fermented), in immediate packings of a content exceeding 3kg
HSCode: 90210
Description: Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","```json
{
  ""BestHSCode"": ""90210"",
  ""BestHSDescription"": ""Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg"",
  ""Justification"": ""The activity involves a pack of 100 green tea bags, which would typically have a total weight that does not exceed 3 kg. HS code 90210 specifically covers green tea that is not fermented and is packaged in such a manner, making it the most appropriate choice.""
}
```"
"PRODUCT_NAME: Hershey's Chocolate Syrup, 200g","<example>
The item is a 200g bottle of Hershey's chocolate syrup.
</example>","HSCode: 180620
Description: Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg
HSCode: 170230
Description: Sugars; glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter
HSCode: 170490
Description: Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa","```json
{
  ""BestHSCode"": ""180620"",
  ""BestHSDescription"": ""Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg"",
  ""Justification"": ""The provided activity specifically describes a 200g bottle of Hershey's chocolate syrup, which is a food preparation containing cocoa. The HS code 180620 best matches this product as it covers chocolate and cocoa preparations in liquid form, aligning with the description of the item.""
}
```"
"PRODUCT_NAME: Parle Monaco Classic, 400g","<example>
The item is a 400g pack of Parle Monaco Classic biscuits.
</example>","HSCode: 180620
Description: Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg
HSCode: 847689
Description: Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices
HSCode: 847681
Description: Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices","```json
{
  ""BestHSCode"": ""180620"",
  ""BestHSDescription"": ""Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg"",
  ""Justification"": ""The activity involves a pack of biscuits, which are food preparations. HS Code 180620 specifically covers chocolate and food preparations containing cocoa, which aligns with the product type of biscuits. The other HS codes pertain to vending machines and do not relate to the manufacturing or materials phase of food products.""
}
```"
"PRODUCT_NAME: Tata Tea Premium Teaveda | Premium Assam Tea Leaves | With Goodness of Time-tested Indian Ingredients -Tulsi, Elaichi, Gin...","<example>
The item is premium Assam tea leaves with traditional Indian ingredients like tulsi and elaichi.
</example>","HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 210111
Description: Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee
HSCode: 90220
Description: Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","```json
{
  ""BestHSCode"": ""210120"",
  ""BestHSDescription"": ""Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"",
  ""Justification"": ""The activity involves premium Assam tea leaves, which directly relates to the production of tea extracts and essences. HS Code 210120 specifically covers tea and mate extracts and preparations, making it the most relevant classification for the described activity that includes traditional Indian ingredients.""
}
```"
"PRODUCT_NAME: Nestlé NAN PRO 4 Follow-Up Formula Powder - After 18 months, Up to 24 months, Stage 4, 400g Bag-In-Box Pack","<example>
The product is a 400g bag-in-box pack of Nestlé NAN PRO 4 Follow-Up Formula Powder designed for children aged 18 to 24 months.
</example>","HSCode: 300450
Description: Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale
HSCode: 300213
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale
HSCode: 300214
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, mixed, put up in measured doses or in forms or packings for retail sale","```json
{
  ""BestHSCode"": ""300450"",
  ""BestHSDescription"": ""Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale"",
  ""Justification"": ""The product is a follow-up formula powder designed for children, which falls under the category of medicaments that contain vitamins or derivatives for nutritional purposes. This HS code specifically addresses products intended for health and dietary needs, making it the most appropriate match.""
}
```"
PRODUCT_NAME: Dabur Hommade Lemoneez- Goodness of 33 lemons - 250 ml,"<example>
The product is a 250 ml bottle of Dabur Hommade Lemoneez, which contains the essence of 33 lemons.
</example>","HSCode: 300450
Description: Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale
HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 280610
Description: Hydrogen chloride (hydrochloric acid)","```json
{
  ""BestHSCode"": ""210120"",
  ""BestHSDescription"": ""Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"",
  ""Justification"": ""The activity involves a product that contains the essence of lemons, which aligns with the description of extracts and essences. HS Code 210120 specifically covers extracts and essences, making it the most appropriate choice among the options provided.""
}
```"
"PRODUCT_NAME: Fresh Organic Ginger, 100g","<example>
The item is 100 grams of fresh organic ginger.
</example>","HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 300213
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale
HSCode: 300214
Description: Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, mixed, put up in measured doses or in forms or packings for retail sale","```json
{
  ""BestHSCode"": ""210120"",
  ""BestHSDescription"": ""Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"",
  ""Justification"": ""The activity involves fresh organic ginger, which is a botanical product. HS Code 210120 relates to extracts and essences, which can include herbal products and flavors derived from plants. The other two HS codes pertain to blood products and immunological products, which are not relevant to the activity of fresh ginger.""
}
```"
"PRODUCT_NAME: More Bengal Gram Dal - Roasted, 500g (Loose)","<example>
The product is 500 grams of loose roasted Bengal gram dal.
</example>","HSCode: 210111
Description: Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee
HSCode: 210120
Description: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate
HSCode: 20910
Description: Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked","```json
{
  ""BestHSCode"": ""210111"",
  ""BestHSDescription"": ""Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee"",
  ""Justification"": ""The product described is loose roasted Bengal gram dal, which is a food item. Among the provided HS codes, 210111 is the closest match as it pertains to food extracts and preparations. The other codes (210120 and 20910) are related to tea and animal fat, respectively, which do not align with the product in question.""
}
```"
