text,num_token,count
"지원은 퇴근 후 집에 돌아와 맥주를 마시며 TV를 보고 있었다. 그때 갑자기 거실에서 피아노 소리가 들려왔다. 지원은 깜짝 놀라 거실로 나가보았다. 하지만 거실에는 아무도 없었다. 
지원은 다시 소파에 앉아 맥주를 마시며 생각에 잠겼다. '누가 피아노를 친 거지? 귀신이 곡할 노릇이네.' 잠시 후 또다시 피아노 소리가 들려왔다. 이번에는 조금 더 크고 선명한 소리였다. 지원은 자리에서 일어나 피아노 앞으로 다가갔다. 그리고 조심스럽게 피아노 건반을 눌러보았다. 
피아노 소리는 마치 혼돈 속에서 빠져나온 것처럼 맑고 아름다웠다. 지원은 자신도 모르게 피아노 연주에 빠져들었다. 어느새 맥주 캔은 비어 있었고, 시간은 자정을 넘어가고 있었다. 지원은 피아노 연주를 멈추고 시계를 보며 생각했다. '내일 출근하려면 이제 자야 하는데...'",4348,6
"지원은 어릴 적부터 별을 보는 것을 좋아했다. 밤마다 하늘을 바라보며 별자리를 찾곤 했다. 하지만 어느 날부터 그의 취미는 바뀌었다. 바로 거미를 키우는 것이었다.
지원은 처음에는 작은 거미 몇 마리를 키웠지만 시간이 지날수록 더 많은 거미를 원하게 되었다. 그의 탐욕은 점점 커져갔다. 매일 밤마다 새로운 거미를 찾아다니며 집 안에 거미를 쌓아갔다.
어느 날, 지원은 평소처럼 거미를 찾기 위해 숲 속을 헤맸다. 그때, 그의 눈에 들어온 것은 거대한 거미였다. 다른 거미들과는 달리 검은색 털로 뒤덮인 이 거미는 매우 위협적으로 보였다. 

""저 거미를 잡아야겠어.""
지원은 거미를 잡기 위해 다가갔다. 하지만 거미는 빠르게 움직이며 지원을 공격했다. 지원은 거미에게 물렸고 고통스러워하며 쓰러졌다. 정신을 차려보니 병원이었다. 의사는 지원에게 거미에게 물리면 치명적일 수 있다고 경고했다.
지원은 자신의 행동을 후회했다. 그저 거미를 키우고 싶다는 욕심 때문에 위험한 일을 저지른 것이다. 이제 다시는 거미를 키우지 않을 것이라고 다짐했다. 그리고 밤하늘을 바라보며 별을 찾았다. 이전과는 달리 별들은 더욱 아름답게 보였다.",5850,12
"지원이는 평소에 집 안에서 바퀴벌레를 자주 목격했다. 그럴 때마다 그녀는 소스라치게 놀라며 바퀴벌레를 잡기 위해 노력했지만, 매번 실패했다. 어느 날, 지원이는 친구와 함께 카페에서 이야기를 나누고 있었다. 그때, 갑자기 바퀴벌레가 나타나 테이블 위를 기어다니기 시작했다. 지원이는 깜짝 놀라며 소리를 질렀다. 하지만 옆에 있던 친구는 태연하게 바퀴벌레를 바라보며 말했다.
""바퀴벌레 정도 가지고 뭘 그렇게 놀라? 그냥 잡아서 버리면 되잖아.""
지원이는 친구의 말에 용기를 얻어 바퀴벌레를 잡기 위해 휴지를 집어들었다. 그리고 조심스럽게 바퀴벌레를 향해 다가갔다. 그 순간, 바퀴벌레가 빠르게 도망치기 시작했다. 지원이는 당황하며 바퀴벌레를 쫓아갔다. 한참을 쫓던 끝에 겨우 바퀴벌레를 잡은 지원이는 안도의 한숨을 내쉬었다.
친구는 그런 지원이를 보며 말했다. ""네가 바퀴벌레를 무서워하는 건 당연한 일이야. 하지만 그렇다고 해서 계속 피하기만 하면 안돼. 조금씩이라도 친해지려고 노력해봐.""
지원이는 친구의 말을 듣고 생각했다. '그래, 바퀴벌레를 무서워하기만 할 게 아니라, 조금씩 친해져보자.' 그날 이후, 지원이는 바퀴벌레를 발견하면 무조건 잡으려 하지 않고, 천천히 관찰하며 친밀감을 쌓으려고 노력했다. 처음에는 쉽지 않았지만, 시간이 지날수록 바퀴벌레에 대한 두려움이 조금씩 사라지기 시작했다. 이제는 바퀴벌레를 봐도 크게 놀라지 않고, 오히려 귀엽다는 생각까지 들기도 했다.",4982,4
"지원이는 학교에서 가장 친한 친구인 민준이와 함께 지하실에 숨어 있었다. 둘은 평소에도 자주 지하실에 내려와 놀곤 했는데 오늘은 사정이 달랐다. 학교에서 시험 성적이 낮은 학생들을 대상으로 보충 수업을 실시한다는 공지가 내려왔기 때문이다. 
""야, 우리 진짜 이대로 보충 수업 받아야 돼?""
민준이가 걱정스러운 표정으로 물었다. 지원이는 고개를 저으며 말했다.
""아니, 절대 안 돼. 난 이번 방학 때 꼭 여행을 가기로 했단 말이야.""
둘은 머리를 맞대고 고민한 끝에 지하실에 숨기로 했다. 선생님들이 교실을 돌아다니며 학생들을 체크할 때 몰래 빠져나와 지하실에 숨은 것이다. 

시간이 얼마나 지났을까. 밖에서 웅성거리는 소리가 들려왔다. 깜짝 놀란 둘은 지하실 문을 살짝 열고 밖을 내다봤다. 선생님들이 모여 심각한 표정으로 이야기를 나누고 있었다. 무슨 일인지 궁금해하던 찰나, 누군가가 지하실 문을 두드렸다. 화들짝 놀란 둘은 다시 문을 닫고 숨을 죽였다. 잠시 후, 문이 열리고 담임 선생님이 들어왔다.
""너희 여기서 뭐 하는 거야? 얼른 나와!""
담임 선생님의 목소리에는 화가 잔뜩 묻어 있었다. 지원이와 민준이는 서로를 바라보며 한숨을 내쉬었다. 결국 둘은 선생님에게 끌려가 보충 수업을 받게 되었다. 하지만 그날 이후로도 둘의 우정은 더욱 깊어졌다. 어려운 상황에서도 서로를 믿고 의지했기 때문이다.",5807,8
"지원이는 길고양이 한 마리를 키우고 있다. 그 고양이는 지원이가 가장 사랑하는 존재였다. 하지만 어느 날, 고양이가 집을 나가 버렸다. 지원이는 고양이를 찾기 위해 온 동네를 뒤졌지만 찾을 수 없었다.
그렇게 며칠이 지났을까, 지원이는 집 앞 다리 위에서 고양이를 발견했다. 고양이는 다리 밑에서 무언가를 찾고 있는 것처럼 보였다. 지원이는 고양이를 부르며 다가갔다. 그러자 고양이가 고개를 들어 지원이를 바라보았다. 그리고 이내 지원이에게 달려왔다.
지원이는 고양이를 품에 안았다. 그리고 눈물을 흘렸다. 그동안 고양이를 찾지 못해 마음 고생이 심했기 때문이다. 고양이는 그런 지원이를 위로하듯 얼굴을 핥아 주었다. 그렇게 둘은 다시 만났다.",3259,5
"지원이는 어릴 때부터 축구를 좋아했다. 매일 아침 일찍 일어나 학교 운동장에서 친구들과 축구를 했다. 하지만 고등학생이 되면서 축구를 할 시간이 부족해졌다. 학교 수업과 학원 때문에 축구를 할 시간이 없었다. 

어느 날, 지원이는 학교 근처에서 오토바이를 타는 형들을 보았다. 그들은 자유롭게 오토바이를 타면서 스트레스를 푸는 것 같았다. 지원이는 오토바이를 타면 축구를 하지 않아도 자유롭게 달릴 수 있을 것이라고 생각했다. 그래서 부모님 몰래 아르바이트를 해서 오토바이를 샀다.

하지만 오토바이를 타는 것은 생각보다 쉽지 않았다. 속도가 빠르고 위험했기 때문에 사고가 날 뻔한 적도 있었다. 그때마다 지원이는 인내심을 가지고 오토바이를 연습했다. 그리고 마침내 능숙하게 오토바이를 탈 수 있게 되었다. 이제 지원이는 주말마다 오토바이를 타고 자유롭게 달리며 스트레스를 푼다. 물론 축구도 여전히 좋아하지만, 오토바이를 타는 것도 그만의 매력이 있다는 것을 깨달았다.",4177,16
"지원은 천국에 도착했다. 생전 처음 보는 아름다운 풍경이 그를 맞이했다. 구름 위에는 거대한 탁자가 놓여 있었고, 그 위에는 수많은 연필들이 가지런히 놓여 있었다.
지원은 탁자 앞에 앉아 연필을 집어 들었다. 그리고 무언가를 적기 시작했다. 그것은 자신의 인생에 대한 회고록이었다. 그는 자신이 살아왔던 모든 순간들을 떠올리며 글을 썼다.
한참 동안 글을 쓰던 지원은 잠시 멈추고 고개를 들어 주변을 둘러보았다. 천국은 너무나도 평화롭고 아름다웠다. 그는 이곳에서 영원히 살고 싶다는 생각이 들었다. 하지만 이내 다시 연필을 집어 들고 글을 쓰기 시작했다. 아직 써야 할 것이 많이 남아 있었기 때문이다.",3201,8
"지원이는 평소에 모자를 즐겨 쓴다. 오늘도 어김없이 모자를 쓰고 외출을 했다. 길을 걷던 중 갑자기 배가 고파진 지원이는 근처 편의점에 들어갔다. 편의점에서 간식거리를 찾던 중 눈에 띈 것은 견과류였다. 

지원이는 견과류를 집어 계산대 위에 올려놓았다. 계산을 마치고 밖으로 나온 지원이는 벤치에 앉아 견과류를 먹기 시작했다. 그때 누군가가 다가와 말을 걸었다. ""그 견과류 맛있어요?"" 돌아보니 처음 보는 여자가 서 있었다. 지원이는 당황했지만 이내 대답했다. ""네, 맛있어요.""

여자는 지원이 옆에 앉더니 자신도 견과류를 꺼내 먹었다. 그리고는 대뜸 이렇게 말했다. ""사실 저는 당신에게 관심이 있어요. 그래서 일부러 여기까지 따라왔어요."" 지원이는 깜짝 놀라며 물었다. ""왜 저한테 관심이 있으신 거죠?"" 여자는 미소를 지으며 대답했다. ""당신은 진실한 사람 같아서요. 거짓말을 할 줄 모르는 사람 같아요."" 지원이는 잠시 생각에 잠겼다. 이 여자가 나를 어떻게 알고 이런 말을 하는 걸까? 하지만 이내 마음을 정했다. 그래, 이 여자와 이야기를 해보자.",7933,16
"지원은 매일 아침 눈을 뜨자마자 커피를 마셨다. 쌉싸름한 맛이 입안 가득 퍼지면 정신이 맑아지는 것 같았다. 오늘도 어김없이 커피를 마시며 하루를 시작했다.
지원은 평소와 달리 꿈자리가 뒤숭숭했다. 누군가 자신을 부르는 소리에 잠에서 깼는데 그 목소리가 너무 생생해서 잊혀지지 않았다. 기분이 이상했지만 대수롭지 않게 여기고 출근 준비를 했다.
출근길에 지원은 우연히 동네 묘지를 지나가게 되었다. 순간 어제 꿈에서 들은 목소리가 다시 들려왔다. 깜짝 놀란 지원은 걸음을 멈추고 주변을 둘러보았다. 아무도 없었다. 하지만 목소리는 계속해서 들려왔다. 결국 지원은 용기를 내어 묘지 안으로 들어갔다. 그리고 그곳에서 놀라운 사실을 알게 되었다.",3435,7
"지원은 어릴 적부터 나무를 좋아했다. 그가 살던 마을에는 큰 나무가 있었는데, 그 나무 아래에서 책을 읽거나 생각에 잠기곤 했다. 어느 날, 지원은 그 나무 아래에서 성공에 대한 꿈을 꾸었다.
그 후로 지원은 자신의 꿈을 이루기 위해 노력했다. 하지만 그 과정은 쉽지 않았다. 실패와 좌절이 반복되었고, 주변 사람들의 비난과 조롱도 있었다. 그럴 때마다 지원은 나무를 찾았다. 나무는 언제나 그 자리에서 그를 위로해 주었고, 다시 일어설 수 있는 힘을 주었다.
그리고 마침내 지원은 자신의 꿈을 이루었다. 성공한 그는 마을 사람들의 축하를 받았다. 그리고 가장 먼저 나무를 찾았다. 나무는 여전히 그 자리에서 그를 기다리고 있었다. 지원은 나무 아래에서 눈물을 흘렸다. 그동안의 고생과 노력이 떠올랐기 때문이다. 이제 그는 더 이상 혼자가 아니었다. 나무와 함께 이 모든 것을 이루어냈기 때문이다.",2974,16
"지원은 카페에 앉아 지나가는 사람들을 구경하고 있었다. 그때, 한 여성이 눈에 들어왔다. 그녀는 화려한 목걸이를 하고 있었고, 그 목걸이는 지원의 부러움을 샀다. 지원은 자신도 그런 목걸이를 갖고 싶다는 생각을 했다.
하지만 지원은 주머니 사정이 좋지 않았다. 월급날까지는 아직 일주일이나 남았고, 지금 가지고 있는 돈으로는 커피 한 잔 사 마시기도 빠듯했다. 지원은 씁쓸한 마음으로 커피를 마셨다.
그때, 옆 테이블에 앉은 여성이 말을 걸어왔다. ""목걸이가 참 예쁘네요."" 지원은 당황했지만, 이내 웃으며 대답했다. ""감사합니다. 제가 아끼는 목걸이에요."" 여성은 부러운 표정으로 말했다. ""저도 그런 목걸이를 갖고 싶네요."" 지원은 잠시 고민하다가 말했다. ""혹시 괜찮으시다면 제가 이 목걸이를 빌려드릴게요. 다음 달 월급날에 돌려주시면 돼요."" 여성은 놀란 표정으로 말했다. ""정말요? 감사합니다!"" 그렇게 두 사람은 서로의 이야기를 나누며 친해졌다.",5789,6
"지원이는 매일 아침 기차를 타고 출근한다. 오늘도 어김없이 기차에 올라타 자리에 앉았다. 그런데 갑자기 기차가 멈추더니 안내 방송이 나왔다. 

""여러분, 지금 전쟁이 일어났습니다. 이 기차는 더 이상 운행하지 않습니다. 모두 내리셔서 안전한 곳으로 대피하세요.""

지원이는 당황했지만 이내 마음을 다잡고 가방을 챙겨 기차에서 내렸다. 그리고 사람들과 함께 안전한 곳으로 대피하기 시작했다. 하지만 가는 길에는 폭탄이 떨어지고 총소리가 들렸다. 지원이는 무서웠지만 용기를 내어 앞으로 나아갔다.

그렇게 한참을 걸어 대피소에 도착했다. 그곳에는 이미 많은 사람들이 모여 있었다. 지원이는 그들과 함께 이야기를 나누며 상황을 파악했다. 그리고 자신이 할 수 있는 일을 찾아 하기 시작했다. 그렇게 하루하루가 지나갔고 마침내 전쟁은 끝이 났다. 지원이는 다시 기차를 타고 출근할 수 있게 되었다.",4453,11
"지원이는 어릴 적부터 그림 그리는 것을 좋아했다. 하지만 집안 형편이 좋지 않아 미술 학원에 다닐 수 없었다. 그래도 지원이는 포기하지 않았다. 언젠가는 자신의 그림을 세상에 선보일 수 있을 거라는 희망을 가지고 있었다.
어느 날, 지원이는 길을 걷다가 주인 없는 개 한 마리를 발견했다. 개는 몹시 굶주리고 지친 상태였다. 지원이는 개를 집으로 데려와 먹이를 주고 돌봐주었다. 그리고 개를 그리기 시작했다. 개의 모습을 자세히 관찰하며 그림을 그리는 동안, 지원이는 마음이 편안해지고 행복해졌다.
시간이 흘러, 지원이는 자신의 그림을 전시할 기회를 얻게 되었다. 전시장에는 많은 사람들이 찾아왔다. 그 중 한 사람이 지원이의 그림을 보고 말했다. ""이 그림 속 개는 마치 살아있는 것 같아요. 정말 감동적이에요."" 지원이는 그 말을 듣고 눈물을 흘렸다. 그동안의 노력이 결실을 맺은 것 같았다.",3862,10
"지원은 분노에 가득 찬 얼굴로 집을 나섰다. 그의 손에는 총이 들려 있었다. 그는 자신의 자전거를 타고 빠르게 달렸다. 목적지는 그의 아내와 바람을 피운 남자의 집이었다.
지원은 남자의 집 앞에 도착했다. 그는 초인종을 눌렀다. 하지만 아무도 나오지 않았다. 그는 문을 두드렸다. 여전히 반응이 없었다. 그때, 창문이 열렸다. 남자가 모습을 드러냈다.
""왜 찾아왔지? 이미 끝난 일이잖아.""
남자의 말에 지원은 더욱 분노했다. 그는 총을 꺼내 남자를 겨누었다. ""끝난 일이라고? 내 아내는 아직도 힘들어 하고 있어. 너 때문에 우리 가정이 파괴됐어.""
남자는 겁에 질려 벌벌 떨었다. 지원은 방아쇠를 당겼다. 총소리가 온 동네에 울려 퍼졌다.",3044,8
"지원이는 어릴 적부터 우주에 대한 꿈을 가지고 있었다. 하지만 현실은 녹록치 않았다. 대학 졸업 후 취업에 실패한 지원이는 작은 회사에서 비정규직으로 일하며 생계를 유지하고 있었다.
어느 날, 지원이는 인터넷에서 우주 탐사 프로젝트에 참여할 기회를 발견했다. 그 프로젝트는 로켓을 이용해 우주를 탐사하는 것이었다. 지원이는 자신의 꿈을 이룰 수 있는 기회라고 생각했지만, 비용이 너무 비쌌다. 고민하던 지원이는 부모님에게 도움을 요청했고, 부모님은 지원이를 위해 대출을 받아 자금을 마련해 주었다.
지원이는 프로젝트에 참여하기 위해 매일 밤 늦게까지 로켓 설계와 제작에 몰두했다. 어느 날, 지친 몸을 이끌고 집에 돌아온 지원이는 의자에 앉아 잠시 휴식을 취했다. 그 순간, 지원이는 자신의 꿈이 이루어지는 상상을 하며 미소를 지었다. 그리고 다시 일어나 책상 앞에 앉았다. 이제 남은 것은 로켓 발사뿐이었다.",3466,5
"지원은 오늘도 오토바이를 타고 거리를 누비고 있었다. 그는 자유로운 영혼이었고, 오토바이를 타는 것이 그의 유일한 취미였다. 하지만 그가 가는 길에는 언제나 위험이 도사리고 있었다.
어느 날, 지원은 골목길을 지나던 중 갑자기 나타난 쥐 때문에 깜짝 놀랐다. 쥐는 빠른 속도로 달려왔고, 지원은 본능적으로 오토바이를 세웠다. 그리고 쥐를 잡기 위해 다가갔다.
하지만 쥐는 생각보다 영리했다. 쥐는 지원의 손을 피해 도망가기 시작했고, 지원은 쥐를 따라가기 위해 오토바이를 다시 탔다. 그렇게 한참을 달리던 중, 지원은 갑자기 중심을 잃고 넘어졌다. 오토바이는 부서졌고, 지원은 크게 다쳤다.
쥐와의 추격전 끝에 얻은 상처였지만, 지원은 오히려 마음이 진정되었다. 자신의 목숨이 소중하다는 것을 깨달았고, 앞으로는 더욱 조심스럽게 행동하기로 결심했다.",4732,10
"지원이는 오늘도 바닷가 근처를 산책하며 하루를 보내고 있었다. 그녀는 매일 아침 일찍 일어나 바다를 바라보며 생각에 잠기곤 했다. 하지만 오늘은 평소와는 조금 다른 날이었다. 

그녀는 어제 저녁 친구로부터 소개팅을 제안 받았다. 오랜만에 하는 소개팅이라 기대가 컸지만, 약속 장소에 도착한 순간 실망감이 밀려왔다. 상대방은 자신이 생각했던 이미지와는 전혀 달랐기 때문이다. 키도 작고 외모도 별로였다. 게다가 말도 제대로 하지 못했다. 그와의 대화는 지루하기 짝이 없었다.

집으로 돌아온 지원이는 침대에 누워 천장을 바라보며 생각에 잠겼다. 그때, 창문 밖에서 누군가가 빗자루로 바닥을 쓰는 소리가 들려왔다. 그녀는 창문을 열고 밖을 내다보았다. 거기에는 작은 배 한 척이 파도에 흔들리며 떠 있었다. 갑자기 그녀는 자신의 인생도 저 배처럼 불안정하다는 생각이 들었다. 그리고 지금까지 살아온 삶이 허무하게 느껴졌다.",4607,2
