ProductName,Result,가장_적합한_HS_코드,Match_2,Match_4,Match_6
"품목명: 다향오리 1등급 훈제 오리 슬라이스, 600g, 1개",020744,160231,False,False,False
"품목명: 프렌치카페 카페믹스 마일드, 11.1g, 210개입, 1개",210112,2101200000,True,True,False
"품목명: 곰곰 양념 소불고기 (냉장), 1kg, 1개",160242,160250,True,True,False
"품목명: 짜파게티 140g, 40개",190230,190230,True,True,True
"품목명: 곰곰 새우 볶음밥 (냉동), 300g, 6개",160540,190410,False,False,False
"품목명: 곰곰 소중한 우리쌀 2024년(햅쌀), 10kg(상등급), 1개",100610,001006,False,False,False
"품목명: 고래사어묵 도톰하고 쫄깃한 꼬치어묵 22개입 (냉동), 949g, 1개",030752,160420,False,False,False
"품목명: 곰곰 반숙란 (냉장), 20구, 1개",020690,040700,False,False,False
"품목명: 프레시지 더큰 햄가득 부대전골 밀키트 2인분, 868g, 1개",160559,160232,True,False,False
"품목명: 코카콜라, 350ml, 24개",210690,220210,False,False,False
"품목명: 센트룸 멀티 구미 비타민, 80정, 160g, 1개",300450,210690,False,False,False
"품목명: 너구리 얼큰한 맛 120g, 40개",160540,190230,False,False,False
"품목명: 삼립 계란옷 입은 몬테크리스토 토스트 3개입, 540g, 1개",190540,190590,True,True,False
"품목명: 맥심 모카골드 마일드 커피믹스, 12g, 160개입, 1박스",090111,2101120000,False,False,False
"품목명: 서울우유 멸균 흰우유, 200ml, 48개",350220,000401,False,False,False
"품목명: 종가 맛김치 PET, 1.2kg, 1개",210390,200190,False,False,False
"품목명: 분다버그 핑크자몽 375ml 10병, 10개",220600,220210,True,False,False
"품목명: 곰곰 신선한 우유, 2.3L, 3개",040610,000401,False,False,False
"품목명: [안녕골목마켓]사무실 과자 세트 10종 탕비실 간식 오예스미니+초코하임+화이트하임+쿠크다스+촉촉한초코칩+빈츠+엄마손파이+마가렛트+오뜨치즈+후렌치파이, 1개, 192g",180632,19059090,False,False,False
"품목명: 칠성사이다, 210ml, 30개",210690,220210,False,False,False
"품목명: 곰곰 맥반석 구운란, 30구, 1개",350219,040721,False,False,False
"품목명: 서울우유 더 진한 순수 플레인 요거트, 1.8L, 2개",040320,040310,True,True,False
"품목명: 칠성사이다 제로, 210ml, 30개",220600,220210,True,False,False
"품목명: 스팸 클래식 3P, 200g, 9개",382486,160250,False,False,False
"품목명: 제주삼다수 그린 무라벨, 500ml, 60개",220190,220190,True,True,True
"품목명: 트레비 레몬 ECO 탄산수 무라벨, 350ml, 20개",220210,220210,True,True,True
"품목명: 미트코리아 오겹살 수육용 덩어리 (냉동), 1개, 2kg",020321,020329,True,True,False
"품목명: 페레로로쉐 초콜릿 3개입 x 16p, 608g, 1개",180631,180632,True,True,False
"품목명: 매일유업 소화가 잘되는 우유 저지방, 190ml, 24개",040210,040110,True,False,False
"품목명: 종가 포기김치, 4kg, 1개",200599,20059100,True,True,False
"품목명: 맥심 슈프림 골드 커피믹스, 13.5g, 170개입, 1개",090190,210111,False,False,False
"품목명: 맛있는우유GT 멸균우유, 200ml, 24개",160290,000401,False,False,False
"품목명: 카프리썬 오렌지망고, 200ml, 20개",210690,220299,False,False,False
"품목명: 데체코 엑스트라 버진 올리브오일, 1L, 1개",150920,001509,False,False,False
"품목명: 담터 쌍화차 플러스, 15g, 70개입, 1개",210120,210120,True,True,True
"품목명: 곰곰 썰은 배추김치, 10kg, 1개",200599,2005919000,True,True,False
"품목명: 매일두유 99.9, 190ml, 24개",040490,220299,False,False,False
"품목명: GAP 당도선별 제주감귤 로얄과, 1.5kg(로얄과), 1박스",080529,080550,True,True,False
"품목명: 곰곰 바쏘 엑스트라버진 올리브오일, 1L, 1개",150920,001509,False,False,False
"품목명: 곰곰 국내산 포기 김치, 4kg, 1개",200599,2005910000,True,True,False
"품목명: 곰곰 배추 김치, 10kg, 1개",200599,2005910000,True,True,False
"품목명: 오뚜기옛날 참기름, 500ml, 2개",151550,151590,True,True,False
"품목명: 바이탈프로그램 비타민C 1000mg, 600정, 1개",300450,300450,True,True,True
"품목명: 뉴케어 구수한맛 완전균형영양식, 200ml, 30개",210690,210690,True,True,True
"품목명: 곰곰 대패 우삼겹 (냉동), 500g, 2개",020727,020329,True,False,False
"품목명: 삼육두유 검은콩&칼슘 검은콩두유 파우치, 190ml, 60개",110610,210690,False,False,False
"품목명: 더미식 백미밥, 210g, 24개",100640,190410,False,False,False
"품목명: 락토핏 생 유산균 골드, 160g, 3개",041090,210690,False,False,False
"품목명: 스타벅스 카페 라떼, 270ml, 10개",210112,22021000,False,False,False
"품목명: 광천김 도시락김, 5g, 64개",160540,210690,False,False,False
"품목명: 종가 오래오래 맛있는 열무김치, 1.5kg, 1개",200599,200599,True,True,True
"품목명: 느린부엌 식혜, 1L, 3개",210690,220299,False,False,False
"품목명: 파스퇴르 바른목장 우유, 190ml, 24개",190110,000401,False,False,False
"품목명: 웅진빅토리아 더 빅토리아 레몬, 500ml, 20개",210690,220299,False,False,False
"품목명: 풀무원샘물 무라벨, 2L, 24개",220110,220110,True,True,True
"품목명: 셰프초이스 칼집 돼지왕구이, 1kg, 1개",020319,160249,False,False,False
"품목명: 매일우유 오리지널, 200ml, 48개",160290,040110,False,False,False
"품목명: 몽베스트 위드어스 무라벨 생수, 500ml, 40개",220190,220110,True,True,False
"품목명: 한끼통살 그릴드 닭가슴살 100g x 5종 x 2p 세트 (냉동), 10개",020712,000207,False,False,False
"품목명: 아이시스 8.0 생수, 200ml, 40개",220190,220110,True,True,False
"품목명: 곰곰 냉동 블루베리, 1kg, 2개",081040,081190,True,False,False
"품목명: 다향 훈제오리, 200g, 3팩",020744,160232,False,False,False
"품목명: 포카리스웨트, 1.5L, 12개",190590,2202909000,False,False,False
"품목명: 연세두유 뼈를 생각한 고칼슘 검은콩, 190ml, 24개",110610,210690,False,False,False
"품목명: 스파클 생수 무라벨, 500ml, 60개",220110,220110,True,True,True
"품목명: 코카콜라 제로, 190ml, 30개",210690,220210,False,False,False
"품목명: 창억 부드럽고 쫄깃한 호박인절미 (냉동), 2개, 500g",070993,190590,False,False,False
"품목명: 서울우유 1급A우유, 2.3L, 2개",160290,000401,False,False,False
"품목명: 피크닉 제로 사과, 200ml, 24개",200979,220210,False,False,False
"품목명: 초록매실 제로, 500ml, 24개",210120,220600,False,False,False
"품목명: 프레샤인 GAP 인증 충주 못난이사과, 3kg, 1개",081330,080810,True,False,False
"품목명: 하림 닭가슴살 블랙페퍼 8개입, 800g, 1개",020760,020714,True,True,False
"품목명: 탐사 샘물, 2L, 24개",285390,220110,False,False,False
"품목명: 호주산 차돌양지 샤브샤브용 (냉동), 1kg, 1개",020220,020230,True,True,False
"품목명: 창녕군농협 2024년산 햅쌀 황금 메뚜기쌀 백미, 10kg, 1개",100620,100630,True,True,False
"품목명: 곰곰 세척 사과, 2kg, 1개",080810,080810,True,True,True
"품목명: 햇반 매일 찰잡곡밥, 210g, 24개",190590,190410,True,False,False
"품목명: 복음자리 딸기잼, 640g, 1개",200799,200799,True,True,True
"품목명: 삼립 주종발효 밤만쥬, 1.08kg, 1개",200791,190590,False,False,False
"품목명: 도드람 한돈 1등급 삼겹살 구이용 (냉장), 1kg, 1개",020319,000203,False,False,False
"품목명: 상하목장 유기농 우유, 125ml, 24개",040490,000401,False,False,False
"품목명: 하림 IFF 닭가슴살 (냉동), 2kg, 1개",020727,020714,True,True,False
"품목명: 닥터린 초임계 알티지 오메가3 알파 30.21g, 30정, 3개",300450,210690,False,False,False
"품목명: 하림 자연실록 무항생제 인증 닭다리살 정육 (냉장), 350g, 2팩",020727,020714,True,True,False
"품목명: 햇반 잡곡밥, 210g, 12개",100890,190490,False,False,False
"품목명: 곰곰 김치볶음밥 (냉동), 300g, 6개",200490,190230,False,False,False
"품목명: 소화가잘되는우유 오리지널, 190ml, 24개",040490,220290,False,False,False
"품목명: 펩시 콜라, 210ml, 30개",210690,220210,False,False,False
"품목명: 고려은단 비타민C 1000, 1개, 600정",300450,300450,True,True,True
"품목명: 코카콜라 무라벨, 370ml, 24개",210690,220210,False,False,False
"품목명: 강훈목장 수제요거트 블루베리, 1L, 1개",040320,040310,True,True,False
"품목명: 슈퍼너츠 100% 땅콩 피넛버터 크런치, 460g, 1개",200811,200811,True,True,True
"품목명: 종근당 락토핏 생유산균 코어 1통(2개월분) 생 유산균, 120g, 1개",300215,210690,False,False,False
"품목명: 하림 용가리치킨 (냉동), 850g, 1개",020712,020712,True,True,True
"품목명: 햇반 백미밥 작은공기, 130g, 36개",190590,190490,True,False,False
"품목명: 오뚜기 옛날 구수한 끓여먹는 누룽지, 900g, 1개",160559,190490,False,False,False
"품목명: 핫식스 더킹 제로, 355ml, 24개",220299,220210,True,True,False
"품목명: 사조 살코기 참치 안심따개, 100g, 8개",160419,160414,True,True,False
"품목명: 스키피 스키피 청크 땅콩잼, 462g, 1개",120890,200799,False,False,False
"품목명: 곰곰 GAP 제주 감귤, 5kg, 1개",030699,080510,False,False,False
"품목명: 곰곰 광천 도시락김, 5g, 64개",160559,210690,False,False,False
"품목명: 사조 참치 살코기 안심따개, 100g, 12개",030359,160414,False,False,False
"품목명: 오뚜기 발아흑미 즉석잡곡밥, 210g, 24개",110630,190410,False,False,False
"품목명: 곰곰 한알 육수 3g 70입, 210g, 1개",160250,210410,False,False,False
"품목명: 나랑드사이다 제로, 245ml, 60개",210690,220210,False,False,False
"품목명: [에이치플러스몰] 올리브 짜파게티 140gx20봉지, 20개",070992,190230,False,False,False
"품목명: 해태 오예스, 900g, 1개",180632,190590,False,False,False
"품목명: 하림 치킨너겟 (냉동), 1.2kg, 1개",020712,160232,False,False,False
"품목명: 카누 마일드 로스트 아메리카노, 0.9g, 90개입, 2개",090111,210111,False,False,False
"품목명: 고산지 재배 당도선별 사과 중과, 1.5kg, 1봉",080810,080810,True,True,True
"품목명: 곰곰 돌돌말이 무연골 대패 삼겹살 (냉동), 1kg, 1개입",020322,020329,True,True,False
"품목명: 딜라잇가든 유기가공식품 인증 블루베리 (냉동), 900g, 1개",081040,081190,True,False,False
"품목명: 광식이농장 GAP 설향딸기 대과, 500g, 1팩",081010,081010,True,True,True
"품목명: 차일드라이프 액상 칼슘 마그네슘 오렌지맛, 473ml, 1개",310490,003004,False,False,False
"품목명: 해태htb 강원평창수 무라벨, 500ml, 40개",220110,220210,True,False,False
"품목명: 한양식품 꽃보다 오징어 슬라이스, 230g, 1개",160554,160554,True,True,True
"품목명: 불닭볶음면 140g, 10개",190230,19023000,True,True,False
"품목명: 베리벨리 칠레산 냉동 블루베리, 1.5kg, 1개",081040,081190,True,False,False
"품목명: 올리타리아 엑스트라버진 올리브유 오일, 1L, 1개",150920,001509,False,False,False
"품목명: 동아오츠카 나랑드 사이다 245ml 30캔, 30개",220600,220210,True,False,False
"품목명: 동원 통그릴비엔나, 300g, 2개",230110,160100,False,False,False
"품목명: 오넛티 땅콩버터 오리지널 100%, 230g, 1개",200811,200811,True,True,True
"품목명: 고려은단 메가도스C 비타민C, 180g, 1개",300450,003004,False,False,False
"품목명: 골드 카무트효소 [카무브 브랜드밀발효효소 40%], 90g, 1개",190190,210690,False,False,False
"품목명: 포크밸리 등갈비 찜용 / 구이용 (냉장), 1kg, 1팩",020760,020130,True,False,False
"품목명: 뉴트리코스트 크레아틴 분말, 300g, 1개",382483,2106909890,False,False,False
"품목명: 햇반 현미귀리곤약밥, 150g, 12개",100620,190490,False,False,False
"품목명: 배대감 볶음참깨, 1kg, 1개",110610,20089990,False,False,False
"품목명: 풍요한아침 짜먹는 에그샐러드 플레인, 1kg, 1개",040899,210690,False,False,False
"품목명: 연세대학교 연세우유, 190ml, 24개",160559,040110,False,False,False
"품목명: 매일두유 검은콩, 190ml, 24개",110610,210690,False,False,False
"품목명: 베지밀 검은콩과 검은참깨 두유, 190ml, 32개",110610,22029900,False,False,False
"품목명: 폰타나 카르니아 베이컨 앤 머쉬룸 크림 파스타 소스, 430g, 2개",190230,210390,False,False,False
"품목명: 농심 얼큰한 너구리 120g, 10개",190230,190230,True,True,True
"품목명: 동원샘물 무라벨, 2L, 24개",220190,002201,False,False,False
"품목명: 왕뚜껑 컵라면 110g, 18개",190230,190230,True,True,True
"품목명: 하인즈 토마토 케찹 650g, 1개",210320,210320,True,True,True
"품목명: 어부심 산지직송 산채로 포장한 신안군수 품질보증 생물새우, 1kg(25~35미), 1개",030617,030617,True,True,True
"품목명: 립톤 아이스티 분말 복숭아맛, 1.5kg, 1개입, 2개",210690,210120,True,False,False
"품목명: 해통령 더 간편한 육수명장, 80g, 2개",210410,210410,True,True,True
"품목명: 비디컬 맥주효모 비오틴 10000, 60정, 1개",300450,210690,False,False,False
"품목명: 청원생명농협 2024년산 햅쌀 왕의밥상 쌀 백미, 10kg, 1개",100640,100630,True,True,False
"품목명: 지리산수 핑크, 500ml, 40개",392330,220110,False,False,False
"품목명: 매일두유 고단백 플레인, 190ml, 24개",040221,210690,False,False,False
"품목명: 얼라이브 원스데일리 포 맨 멀티비타민, 80정, 1개",300450,210690,False,False,False
"품목명: 해표 카놀라유, 900ml, 3개",210690,151211,False,False,False
"품목명: 신선함을 그대로 엘로우믹스 샐러드, 80g, 5팩",070940,07099990,True,True,False
"품목명: 호주산 척아이롤 메가 구이용 (냉장), 1kg, 1개",020727,020130,True,False,False
"품목명: 빙그레 바나나맛우유 240ml x 4개입 + 딸기맛 우유 240ml x 4개입 세트, 1세트",210690,000401,False,False,False
"품목명: 코카콜라 업소용, 500ml, 24개",210690,220210,False,False,False
"품목명: New 파워에이드 마운틴 블라스트 355MLX20입, 355ml, 20개",210690,220210,False,False,False
"품목명: 하이트진로 토닉워터, 600ml, 20개",210690,220210,False,False,False
"품목명: 켈로그 첵스초코 대용량 1 200g, 1.2kg, 1개",180620,190410,False,False,False
"품목명: 곡물그대로21 크리스피롤, 650g, 1개",190420,190590,True,False,False
"품목명: 몽베스트 생수, 330ml, 40개",220190,2201100000,True,True,False
"품목명: 하이프루츠 당도선별 의성 세척사과, 2kg(소과, 10~12입), 1개",080810,080810,True,True,True
"품목명: 비비고 김밥김, 22g, 2개",190590,210690,False,False,False
"품목명: 레쓰비 마일드 캔커피, 175ml, 30개",210112,220210,False,False,False
"품목명: 푸드올로지 맨올로지컷 다이어트 보조제, 80정, 1개",210690,210690,True,True,True
"품목명: 남양유업 불가리스 사과, 150ml, 8개",200979,200980,True,True,False
"품목명: 청정원 순창 쇠고기 볶음고추장, 60g, 3개",210390,2103909000,True,True,False
"품목명: 식자재 도매 유통 불맛기름 시아스 500g x6개, 500ml, 1개",151620,151590,True,False,False
"품목명: 한끼통살 통살 소스 닭가슴살 100g x 14종 세트 (냉동), 14개",020714,020714,True,True,True
"품목명: 곰곰 단백질바, 600g, 1개",210610,190410,False,False,False
"품목명: 프로메가 알티지 오메가3 듀얼 플러스, 60정, 3개",300450,210690,False,False,False
"품목명: 청정원 구운마늘과 양파 토마토 스파게티소스, 2개, 600g",210390,210390,True,True,True
"품목명: 백산수 생수 무라벨, 2L, 24개",220190,220110,True,True,False
"품목명: 비비고 사골곰탕 500G, 6개",160559,160210,True,False,False
"품목명: 그릭데이 시그니처, 450g, 1개",200899,040690,False,False,False
"품목명: 비에스엔 신타-6 프로틴 파우더 드링크 믹스 단백질 보충제 초콜릿 밀크셰이크, 2.27kg, 1개",180620,210690,False,False,False
"품목명: 루솔 진한 배도라지즙, 100ml, 20개",210690,200990,False,False,False
"품목명: 오뚜기 토마토 케찹, 500g, 2개",210320,210320,True,True,True
"품목명: 종근당건강 프로메가 오메가3 트리플 장용성, 60정, 39.24g, 2개",293629,210690,False,False,False
"품목명: 펩시 제로 슈거 라임향, 500ml, 40개",210690,220210,False,False,False
"품목명: 티젠 유기농 제주녹차, 1.2g, 100개입, 1개",090210,000902,False,False,False
"품목명: 폰타나 엑스트라 버진 올리브유 마라스카, 500ml, 1개",150920,001509,False,False,False
"품목명: 가농 1+등급란으로 만든 오메가 구운란, 20구, 1개",110630,040721,False,False,False
"품목명: 싱하 소다워터 탄산수, 325ml, 24개",283630,220210,False,False,False
"품목명: [하나로마트] 햇반 210g*6입, 210g, 6개",110630,190190,False,False,False
"품목명: 비비고 썰은배추김치, 1.8kg, 1개",200599,2005992000,True,True,False
"품목명: 뉴케어 당플랜 호두맛, 200ml, 30개",210690,22029990,False,False,False
"품목명: 도드람한돈 앞다리 불고기용 1등급 (냉장), 1kg, 1개",020312,020329,True,True,False
"품목명: 맥심 디카페인 커피믹스, 11.8g, 100개입, 1개",090190,210112,False,False,False
"품목명: 햇반 발아현미밥, 210g, 16개",100620,190410,False,False,False
"품목명: 일가집 프리미엄 더 맛있는 김밥세트, 525g, 1세트",190230,190590,True,False,False
"품목명: 해태제과 고향만두 (냉동), 1.8kg, 1개",110630,190220,False,False,False
"품목명: 하루1레몬 유기농 100% 리얼착즙 레몬즙 2박스, 280ml",080550,200939,False,False,False
"품목명: 청정원순창 100% 현미 태양초 찰고추장, 2kg, 1개",210390,210390,True,True,True
"품목명: 먹는샘물산수 에브리데이 산수 무라벨, 1L, 36개",220190,220110,True,True,False
"품목명: 수향미 2024년산 햅쌀 골든퀸 3호 백미 상등급, 10kg, 1개",100620,100630,True,True,False
"품목명: 더담은 2024년산 햅쌀 경기미 추청 아끼바레 쌀 특등급, 10kg, 1개",100630,100620,True,True,False
"품목명: 미농 임금님 수라쌀, 20kg, 1개",100610,001006,False,False,False
"품목명: 곰곰 한돈 앞다리살 수육용 (냉장), 1kg, 1팩",020312,0203120000,True,True,False
"품목명: 아카페라 올데이 아메리카노, 12개, 1L",210112,210120,True,True,False
"품목명: 다시다 쇠고기, 500g, 1개",020727,210410,False,False,False
"품목명: 무항생제 신선한 특란, 30구, 1개",040899,040721,True,False,False
"품목명: 유로바디 베르가못, 2개, 45정",330730,210690,False,False,False
"품목명: 피그인더가든 골든텐더치킨 보울샐러드, 2개, 232g",041090,210690,False,False,False
"품목명: 카누 콜롬비아 블렌드 마일드 로스트 아메리카노 원두커피믹스, 0.9g, 30개입, 1개",090111,210111,False,False,False
"품목명: 팜에이트 무농약 유러피안 샐러드 꾸러미, 800g, 1개입, 1팩",121299,070999,False,False,False
"품목명: 하림 텐더스틱 (냉동), 1.2kg, 1개",020830,160232,False,False,False
"품목명: 핫식스 오리지널 에너지음료, 250ml, 30개",210690,220210,False,False,False
"품목명: 농심 올리브 짜파게티 140g 5봉 짜장라면 봉지면, 5개",200570,190230,False,False,False
"품목명: 사조 참치액, 2.1kg, 1개",160420,160414,True,True,False
"품목명: 순창궁 태양초 고추장, 3kg, 1개",210390,210390,True,True,True
"품목명: 애사비소다 오리지널, 24개, 500ml",220600,220210,True,False,False
"품목명: 매일유업 바이오 그릭 요거트, 800g, 1개",040320,040310,True,True,False
"품목명: 농협 강화섬쌀 2024년산 햅쌀 삼광미플러스 백미 특등급, 10kg, 1개",100640,100630,True,True,False
"품목명: 해표 식용유, 1.8L, 1개",151620,151219,True,False,False
"품목명: 하얀설탕(백설 3K)X6 /대용량 /식자재 /식당용, 3kg, 1개",170290,170199,True,False,False
"품목명: 브로드카세 발효종 순수 통밀빵, 700g, 1개",190540,190590,True,True,False
"품목명: 풀무원 실의 힘 매일아침 순생나또 12개입, 594g, 1개",121299,210690,False,False,False
"품목명: 테일러 푸룬 딥워터, 180ml, 4개",210690,220210,False,False,False
"품목명: 포스트 그래놀라 크랜베리 아몬드 시리얼, 570g, 2개",200893,190410,False,False,False
"품목명: 국내산 채소믹스, 1kg, 1개",071190,070990,True,False,False
"품목명: 팜앤푸드 꼬리 자른 생새우살 61~70입 (냉동), 900g, 1팩",030617,030617,True,True,True
"품목명: 락토핏 키즈 유산균, 120g, 2개",300215,210690,False,False,False
"품목명: 가야산천년수 천년수 무라벨 생수, 2L, 24개",220110,002201,False,False,False
"품목명: 포스트 오레오 오즈 시리얼, 500g, 2개",190420,190410,True,True,False
"품목명: 고소하게 늘어나는 모짜렐라 슈레드치즈, 1kg, 1개",040620,040690,True,True,False
"품목명: 아이시스 무라벨 ECO, 2L, 12개",220600,220190,True,False,False
"품목명: 롯데 빼빼로 초코필드 53gx6개, 53g, 6개",180631,190531,False,False,False
"품목명: 국산 혼합 17곡, 4kg, 1개",100199,100890,True,False,False
"품목명: 블랙홀 당도선별 10brix 감귤 랜덤과, 1박스, 10kg",210690,080550,False,False,False
"품목명: 곰곰 슈레드 모짜렐라 치즈, 1kg, 1개",040610,040620,True,True,False
"품목명: 카무트 골드카무트효소 30포, 90g, 3개",180632,210690,False,False,False
"품목명: 가농 무항생제 1+등급 초란, 30구, 1개",040819,040721,True,False,False
"품목명: 목우촌 프로포크 한돈팩 앞다리살 수육용 (냉장), 1kg, 1팩",020727,000203,False,False,False
"품목명: 오뚜기 골드마요네스, 3.2kg, 1개",180620,210390,False,False,False
"품목명: 트레비 라임 ECO 무라벨, 350ml, 20개",210690,220210,False,False,False
"품목명: 동아제약 박카스 F, 120ml, 20개",210690,220290,False,False,False
"품목명: 스윗토 스테비아 대추방울토마토, 1.2kg, 1팩",070200,000702,False,False,False
"품목명: 농심 튀김우동 컵면, 62g, 6개",110630,190230,False,False,False
"품목명: 클룹 애사비 소다 오리지널 500ml, 6개",330730,220210,False,False,False
"품목명: 남양유업 맛있는 우유 GT, 900ml, 4개",040229,040110,True,False,False
"품목명: 설탕대신 스테비아, 1.2kg, 1개",170290,210690,False,False,False
"품목명: 닥터유 한입쏙 단백질바, 380g, 1개",210610,190410,False,False,False
"품목명: CJ 햇반 현미로 지은 밥, 130g, 12개",100620,190410,False,False,False
"품목명: 사천짜파게티 137g 4개입 X 8개 (박스) 라면, 4개",190230,19023000,True,True,False
"품목명: 동원에프앤비 동원샘물 무라벨 500ml 무라벨 생수, 40개",220190,220110,True,True,False
"품목명: 오뚜기 양념치킨 소스, 490g, 1개",210390,210390,True,True,True
"품목명: 고등어밥상 가시제거연구소 고등어 (냉동), 800g, 1개",030354,030353,True,True,False
"품목명: 백설 멸치디포리 육수에는 1분링 50개입, 200g, 1개",210410,000303,False,False,False
"품목명: 주문진어시장건어물 백진미 오징어채 (냉동), 1개, 400g",160554,030749,False,False,False
"품목명: 폰타나 나폴리 뽀모도로 토마토 파스타소스, 600g, 1개",200290,210390,False,False,False
"품목명: 해표 포도씨유, 900ml, 2개",151620,151590,True,False,False
"품목명: 조인 특란, 30구, 2개",040819,040721,True,False,False
"품목명: 드빈치 자연방목 체다치즈 30매, 510g, 1개",040690,040690,True,True,True
"품목명: 곰곰 고춧가루, 1kg, 1개",110630,090422,False,False,False
"품목명: 영주마실 빨간사과 못난이 가정용, 4.5kg(소과, 26~30입), 1박스",080810,080810,True,True,True
"품목명: 홍루이젠 호밀빵햄치즈 4개입, 296g, 1개",190540,1905909090,True,True,False
"품목명: 담터 꿀유자차, 2kg, 1개입, 1개",090230,210690,False,False,False
"품목명: 홀베리 그대로 짜낸 유기농 레몬 생강즙 14p, 210g, 2개",210690,200980,False,False,False
"품목명: 티오피 마스터 라떼, 275ml, 24개",210112,2202100000,False,False,False
"품목명: 계란맛 우유 쌀과자 240g-1봉 낱개포장 대용량과자, 240g, 1개",190490,190590,True,False,False
"품목명: 오뚜기 양조식초, 1.8L, 2개",210390,220900,False,False,False
"품목명: 홀베리 1일1레몬 유기농 레몬즙, 350g, 2개",200939,200919,True,True,False
"품목명: 오뚜기 스위트콘, 340g, 1개",180620,200580,False,False,False
"품목명: 농심 김치사발면 86g, 12개",210390,190230,False,False,False
"품목명: 파스퇴르 쾌변 사과, 150ml, 8개입",200979,200979,True,True,True
품목명: 오뚜기 라면 참깨라면 115g 4입 8개 참깨,190230,190230,True,True,True
"품목명: 이어수산 통영 산지 직거래 국물용 멸치 (냉동), 500g, 1봉",160416,000303,False,False,False
"품목명: MORN 현미 월남쌈, 200g, 1개",100620,190590,False,False,False
"품목명: 새벽경매 아삭달콤 단감, 2.5kg (16~19입), 1개",081070,080290,True,False,False
"품목명: 비비수산 강화도 국내산 새우젓, 1개, 1kg",160540,160530,True,True,False
"품목명: 청정원 청정원 스파게티면 500g, 2개",210120,190220,False,False,False
"품목명: 해찬들쌈장500P500g, 500g, 1개",210390,210390,True,True,True
